id,name,catg,year
24660,Three Little Pigs ,Animation|Musical|Family|Comedy|Short,1933
24803,ZÃ©ro de conduite: Jeunes diables au collÃ¨ge ,Short|Comedy|Drama,1933
24831,Anne of Green Gables ,Comedy|Drama|Family,1934
24844,L'Atalante ,Drama|Romance,1934
24894,The Black Cat ,Horror|Crime|Adventure|Thriller,1934
25132,Forsaking All Others ,Comedy|Drama|Romance,1934
25263,Hollywood Party ,Comedy|Musical,1934
25290,I've Got Your Number ,Comedy|Romance,1934
25316,It Happened One Night ,Comedy|Romance,1934
25330,Jimmy the Gent ,Comedy|Crime|Drama|Romance,1934
25409,The Little Minister ,Drama|Romance,1934
25452,The Man Who Knew Too Much ,Crime|Mystery|Thriller,1934
25456,Man of Aran ,Documentary,1934
25461,Mandalay ,Drama,1934
25494,Merry Wives of Reno ,Comedy,1934
25586,Of Human Bondage ,Drama|Romance,1934
25590,The Old Fashioned Way ,Comedy,1934
25803,Smarty ,Comedy,1934
25878,The Thin Man ,Comedy|Crime|Mystery,1934
26029,The 39 Steps ,Crime|Mystery|Thriller,1935
26138,Bride of Frankenstein ,Horror|Sci-Fi,1935
26202,Cheer Up ,Musical,1936
26721,Miss Pacific Fleet ,Comedy|Romance,1935
26752,Mutiny on the Bounty ,Adventure|Drama|History,1935
26912,The Raven ,Horror,1935
27075,A Tale of Two Cities ,Drama|History|Romance,1935
27089,Thicker Than Water ,Comedy|Short,1935
27125,Top Hat ,Comedy|Musical|Romance,1935
27133,Traveling Saleslady ,Comedy|Romance,1935
27331,Banjo on My Knee ,Comedy|Drama|Romance,1936
27652,Fury ,Crime|Drama|Film-Noir|Romance|Thriller,1936
27686,Gold Diggers of 1937 ,Comedy|Musical|Romance,1936
27698,The Great Ziegfeld ,Biography|Drama|Musical|Romance,1936
27752,Hitori musuko ,Drama,1936
27800,The Invisible Ray ,Horror|Sci-Fi|Thriller,1936
27977,Modern Times ,Comedy|Drama,1936
28212,Sabotage ,Mystery|Thriller,1936
28358,Things to Come ,Sci-Fi,1936
28597,The Awful Truth ,Comedy|Romance,1937
28950,La grande illusion ,Drama|War,1937
29146,The Life of Emile Zola ,Biography|Drama,1937
29201,The Man Who Could Work Miracles ,Comedy|Fantasy,1936
29539,Seventh Heaven ,Drama|Romance,1937
29583,Snow White and the Seven Dwarfs ,Animation|Family|Fantasy|Musical|Romance,1937
29658,They Won't Forget ,Drama|Mystery,1937
29725,Varsity Show ,Musical,1937
29747,Way Out West ,Comedy|Western,1937
29843,The Adventures of Robin Hood ,Action|Adventure|Romance,1938
29850,Aleksandr Nevskiy ,Action|Drama|History|War,1938
29892,The Bad Man of Brimstone ,Western,1937
29947,Bringing Up Baby ,Comedy|Romance,1938
30341,The Lady Vanishes ,Comedy|Mystery|Thriller,1938
30413,Mannequin ,Drama,1937
30637,Pygmalion ,Comedy|Drama|Romance,1938
30643,Le quai des brumes ,Crime|Drama|Romance|Thriller,1938
30732,Service de Luxe ,Comedy,1938
30848,Test Pilot ,Drama|Romance,1938
30922,Vacation from Love ,Comedy,1938
31022,The Adventures of Sherlock Holmes ,Crime|Mystery|Thriller,1939
31055,The Arsenal Stadium Mystery ,Comedy|Crime|Sport|Thriller,1939
31143,The Cat and the Canary ,Comedy|Horror|Mystery|Thriller,1939
31235,Dodge City ,Western,1939
31252,Drums Along the Mohawk ,Drama|Romance|War|Western,1939
31322,The Flying Deuces ,Comedy,1939
31334,The Four Feathers ,Adventure|Drama|Romance|War,1939
31381,Gone with the Wind ,Drama|Romance|War,1939
31385,"Goodbye, Mr. Chips ",Drama|Romance,1939
31448,The Hound of the Baskervilles ,Crime|Drama|Horror|Mystery|Thriller,1939
31580,The Little Princess ,Comedy|Drama|Family|Musical,1939
31602,Made for Each Other ,Comedy|Drama|Romance,1939
31679,Mr. Smith Goes to Washington ,Drama,1939
31742,Of Mice and Men ,Drama,1939
31828,The Proud Valley ,Drama|Music,1940
31885,La rÃ¨gle du jeu ,Comedy|Drama,1939
31971,Stagecoach ,Adventure|Western,1939
32138,The Wizard of Oz ,Adventure|Family|Fantasy|Musical,1939
32145,Wuthering Heights ,Drama|Romance,1939
32155,Young Mr. Lincoln ,Biography|Drama,1939
32194,"All This, and Heaven Too ",Drama|Romance,1940
32258,Black Friday ,Drama|Horror|Sci-Fi|Crime,1940
32290,Buck Rogers ,Adventure|Family|Fantasy|Sci-Fi,1939
32339,A Chump at Oxford ,Comedy,1940
32455,Fantasia ,Animation|Family|Fantasy|Music,1940
32551,The Grapes of Wrath ,Drama,1940
32553,The Great Dictator ,Comedy|Drama|War,1940
32599,His Girl Friday ,Comedy|Drama|Romance,1940
32762,The Mark of Zorro ,Action|Adventure|Romance|Western,1940
32842,Night Train to Munich ,Thriller|War,1940
32904,The Philadelphia Story ,Comedy|Romance,1940
32910,Pinocchio ,Animation|Adventure|Drama|Family|Fantasy|Music,1940
32946,Primrose Path ,Drama,1940
32976,Rebecca ,Drama|Mystery,1940
33028,The Sea Hawk ,Action|Adventure|Romance,1940
33045,The Shop Around the Corner ,Comedy|Drama|Romance,1940
33105,Strange Cargo ,Drama|Romance,1940
33149,They Drive by Night ,Crime|Drama|Thriller,1940
33152,The Thief of Bagdad ,Adventure|Family|Fantasy,1940
33234,Wagon Train ,Comedy|Drama|History|Romance|Western,1940
33373,Ball of Fire ,Comedy|Romance,1941
33467,Citizen Kane ,Drama|Mystery,1941
33517,A Date with the Falcon ,Crime|Drama|Mystery|Romance,1942
33558,Dressed to Kill ,Crime|Mystery,1941
33563,Dumbo ,Animation|Family|Musical,1941
33650,The Gay Falcon ,Crime|Drama|Mystery|Romance,1941
33804,The Lady Eve ,Comedy|Romance,1941
33836,The Little Foxes ,Drama|Romance,1941
33867,Maisie Was a Lady ,Comedy|Drama,1941
33870,The Maltese Falcon ,Crime|Drama|Film-Noir|Mystery,1941
33874,The Man Who Came to Dinner ,Comedy|Romance,1942
33922,Mr. & Mrs. Smith ,Comedy|Romance,1941
33945,Never Give a Sucker an Even Break ,Comedy|Musical,1941
34167,Sergeant York ,Biography|Drama|History|War,1941
34175,The Shanghai Gesture ,Drama|Film-Noir,1941
34204,The Smiling Ghost ,Comedy|Mystery,1941
34232,Steel Against the Sky ,Action|Adventure|Comedy|Drama|Romance,1941
34236,The Strawberry Blonde ,Comedy|Romance,1941
34240,Sullivan's Travels ,Adventure|Comedy|Drama|Romance,1941
34248,Suspicion ,Drama|Mystery|Thriller,1941
34386,When Ladies Meet ,Comedy|Drama|Romance,1941
34428,Across the Pacific ,Action|Adventure|Drama|Romance|War,1942
34458,Andy Hardy's Double Life ,Comedy|Family|Romance,1942
34478,L'assassin habite... au 21 ,Comedy|Mystery|Thriller,1942
34492,Bambi ,Animation|Drama|Family,1942
34522,The Black Swan ,Action|Adventure|Drama|Family|History,1942
34583,Casablanca ,Drama|Romance|War,1942
34587,Cat People ,Horror|Mystery|Thriller,1942
34716,The Falcon Takes Over ,Crime|Mystery,1942
34717,The Falcon's Brother ,Crime|Drama|Mystery,1942
34734,The First of the Few ,Biography|Drama|War,1942
34862,Holiday Inn ,Comedy|Drama|Musical|Romance,1942
35015,The Magnificent Ambersons ,Drama|Romance,1942
35017,La main du diable ,Fantasy|Horror,1943
35093,Mrs. Miniver ,Drama|Romance|War,1942
35140,"Now, Voyager ",Drama|Romance,1942
35153,One of Our Aircraft Is Missing ,Action|Drama|War,1942
35279,Saboteur ,Action|Thriller,1942
35317,Sherlock Holmes and the Secret Weapon ,Adventure|Crime|Drama|Mystery|Thriller,1942
35318,Sherlock Holmes and the Voice of Terror ,Crime|Thriller|Mystery,1942
35417,The Talk of the Town ,Comedy|Drama|Romance|Thriller,1942
35423,Kate & Leopold ,Comedy|Fantasy|Romance,2001
35446,To Be or Not to Be ,Comedy|War,1942
35521,Les visiteurs du soir ,Drama|Fantasy|Romance,1942
35575,Yankee Doodle Dandy ,Biography|Drama|Musical,1942
35583,You Were Never Lovelier ,Comedy|Musical|Romance,1942
35616,Air Force ,Action|Drama|History|War,1943
35733,Chicken Little ,Comedy|Family|Animation|Short,1943
35798,The Desperadoes ,Romance|Western,1943
35854,The Falcon Strikes Back ,Crime|Drama|Mystery,1943
35855,The Falcon and the Co-eds ,Crime|Mystery|Drama,1943
35856,The Falcon in Danger ,Crime|Mystery,1943
35884,Five Graves to Cairo ,Thriller|War,1943
36027,I Walked with a Zombie ,Horror,1943
36098,Lassie Come Home ,Adventure|Drama|Family,1943
36112,The Life and Death of Colonel Blimp ,Drama|Romance|War,1943
36126,Madame Curie ,Biography|Drama|Romance,1943
36154,Meshes of the Afternoon ,Short,1943
36189,Mystery of the 13th Guest ,Crime|Mystery,1943
36217,The North Star ,Drama|Musical|Romance|War,1943
36261,Phantom of the Opera ,Drama|Horror|Music|Romance|Thriller,1943
36342,Shadow of a Doubt ,Thriller,1943
36349,Sherlock Holmes in Washington ,Crime|Thriller|Mystery,1943
36506,Vredens dag ,Drama|Romance,1943
36515,Watch on the Rhine ,Drama,1943
36613,Arsenic and Old Lace ,Comedy|Crime|Romance|Thriller,1944
36625,Barbary Coast Gent ,Comedy|Western,1944
36641,Between Two Worlds ,Mystery|Drama|Fantasy|Adventure|Action,1944
36775,Double Indemnity ,Crime|Drama|Film-Noir|Thriller,1944
36777,Dragon Seed ,Drama|History|War,1944
36810,The Falcon in Hollywood ,Crime|Mystery|Drama,1944
36855,Gaslight ,Crime|Drama|Film-Noir|Mystery|Thriller,1944
36868,The Best Years of Our Lives ,Drama|Romance|War,1946
36914,Hets ,Drama,1944
36940,I'll Be Seeing You ,Drama|Family|Romance,1944
36969,Jane Eyre ,Drama|Romance,1943
37008,Laura ,Drama|Film-Noir|Mystery|Romance,1944
37017,Lifeboat ,Thriller|War,1944
37075,Ministry of Fear ,Crime|Drama|Film-Noir|Mystery|Romance|Thriller,1944
37101,"Murder, My Sweet ",Crime|Drama|Film-Noir|Mystery|Thriller,1944
37120,National Velvet ,Drama|Family|Sport,1944
37318,Strangers in the Night ,Crime|Drama|Mystery,1944
37382,To Have and Have Not ,Adventure|Romance|Thriller|War,1944
37469,The Woman in the Window ,Crime|Drama|Film-Noir|Mystery|Thriller,1944
37494,Adventure ,Drama|Romance|Comedy,1945
37514,Anchors Aweigh ,Comedy|Fantasy|Musical|Romance,1945
37536,The Bells of St. Mary's ,Drama|Family,1945
37549,The Body Snatcher ,Horror|Thriller,1945
37558,Brief Encounter ,Romance|Drama,1945
37638,Detour ,Crime|Drama|Film-Noir|Mystery,1945
37690,The Falcon in San Francisco ,Crime|Mystery,1945
37865,Leave Her to Heaven ,Drama|Thriller,1945
37884,The Lost Weekend ,Drama,1945
38109,Spellbound ,Film-Noir|Mystery|Romance|Thriller,1945
38213,The Valley of Decision ,Drama,1945
38279,13 Rue Madeleine ,Action|Adventure|Drama|Thriller|War,1947
38289,I See a Dark Stranger ,Drama|Thriller|War,1946
38355,The Big Sleep ,Crime|Film-Noir|Mystery|Thriller,1946
38363,Blithe Spirit ,Comedy|Fantasy,1945
38369,The Blue Dahlia ,Crime|Drama|Film-Noir|Mystery|Thriller,1946
38461,Deception ,Crime|Drama|Film-Noir|Music|Thriller,1946
38492,Dragonwyck ,Drama|Thriller|Mystery|Romance,1946
38559,Gilda ,Drama|Film-Noir|Romance|Thriller,1946
38574,Great Expectations ,Drama|Romance,1946
38650,It's a Wonderful Life ,Drama|Family|Fantasy,1946
38727,Margie ,Comedy,1946
38733,A Matter of Life and Death ,Drama|Fantasy|Romance|War,1946
38777,A Night in Casablanca ,Comedy,1946
38787,Notorious ,Drama|Romance|Thriller,1946
38854,The Postman Always Rings Twice ,Crime|Drama|Film-Noir|Mystery|Romance|Thriller,1946
38890,"Roma, cittÃ  aperta ",Drama|War,1945
38937,Shock ,Film-Noir|Thriller,1946
38984,A Stolen Life ,Drama,1946
38988,The Strange Love of Martha Ivers ,Drama|Film-Noir,1946
38991,The Stranger ,Crime|Drama|Film-Noir|Mystery|Thriller,1946
39192,Black Narcissus ,Drama,1947
39294,Daisy Kenyon ,Drama|Romance,1947
39340,Dreams That Money Can Buy ,Fantasy,1947
39416,Gentleman's Agreement ,Drama|Romance,1947
39417,Germania anno zero ,Drama,1948
39428,Golden Earrings ,Adventure|Romance,1947
39589,Lured ,Crime|Film-Noir|Mystery|Thriller,1947
39594,The Magic Bow ,Musical|Romance,1946
39595,Magic Town ,Comedy|Romance,1947
39631,Monsieur Verdoux ,Comedy|Crime|Drama,1947
39677,Odd Man Out ,Crime|Drama|Film-Noir|Romance|Thriller,1947
39689,Out of the Past ,Drama|Film-Noir|Thriller,1947
39694,The Paradine Case ,Crime|Drama|Romance|Thriller,1947
39743,Queen of the Amazons ,Action|Adventure|Mystery|Romance,1947
39761,Repeat Performance ,Drama|Film-Noir|Mystery,1947
39822,Le silence de la mer ,Drama|Romance|War,1949
39834,Skepp till India land ,Drama,1947
40068,Bud Abbott Lou Costello Meet Frankenstein ,Comedy|Horror|Sci-Fi,1948
40202,Call Northside 777 ,Crime|Drama|Film-Noir|History|Mystery,1948
40242,Command Decision ,War|Drama,1948
40271,A Date with Judy ,Comedy|Musical|Romance,1948
40308,Easter Parade ,Musical|Romance,1948
40499,June Bride ,Comedy,1948
40505,Kaze no naka no mendori ,Drama,1948
40506,Key Largo ,Crime|Drama|Film-Noir|Thriller,1948
40522,Ladri di biciclette ,Crime|Drama,1948
40525,The Lady from Shanghai ,Crime|Drama|Film-Noir|Mystery|Thriller,1947
40559,La macchina ammazzacattivi ,Comedy,1952
40636,The Naked City ,Crime|Drama|Film-Noir|Mystery|Thriller,1948
40662,Oliver Twist ,Adventure|Crime|Drama,1948
40725,The Red Shoes ,Drama|Music|Romance,1948
40746,Rope ,Crime|Drama|Mystery|Thriller,1948
40751,Ruthless ,Film-Noir|Drama,1948
40806,The Snake Pit ,Drama,1948
40897,The Treasure of the Sierra Madre ,Action|Adventure|Drama|Western,1948
40979,Yoidore tenshi ,Crime|Drama|Thriller,1948
41082,A-Haunting We Will Go ,Animation|Short,1949
41085,"Abbott and Costello Meet the Killer, Boris Karloff ",Comedy|Mystery|Thriller,1949
41094,The Adventures of Ichabod and Mr. Toad ,Animation|Family|Fantasy,1949
41113,All the King's Men ,Drama,1949
41175,The Big Cat ,Action|Adventure|Drama|Romance|Western,1949
41238,Challenge to Lassie ,Drama|Family,1949
41300,The Doctor and the Girl ,Drama|Romance,1949
41387,Francis ,Comedy|War|Fantasy|Family|Drama,1950
41423,El gran calavera ,Comedy,1949
41507,In the Good Old Summertime ,Comedy|Musical|Romance,1949
41546,Kind Hearts and Coronets ,Comedy|Crime,1949
41587,A Letter to Three Wives ,Drama|Romance,1949
41652,Miss Grant Takes Richmond ,Comedy,1949
41699,Nora inu ,Crime|Drama|Film-Noir|Thriller,1949
41716,On the Town ,Comedy|Musical|Romance,1949
41718,One Last Fling ,Comedy|Romance,1949
41719,OrphÃ©e ,Fantasy|Drama|Romance,1950
41737,Passport to Pimlico ,Comedy,1949
41761,Port of New York ,Crime|Drama|Film-Noir,1949
41841,Sands of Iwo Jima ,Action|Drama|War|Romance,1949
41944,Take Me Out to the Ball Game ,Comedy|Musical|Romance|Sport,1949
41955,That Forsyte Woman ,Drama|Romance,1949
41959,The Third Man ,Film-Noir|Mystery|Thriller,1949
41996,Twelve O'Clock High ,Action|Drama|War,1949
42004,Under Capricorn ,Crime|Drama|Romance,1949
42041,White Heat ,Crime|Drama|Thriller,1949
42179,Abbott and Costello in the Foreign Legion ,Adventure|Comedy,1950
42192,All About Eve ,Drama,1950
42208,The Asphalt Jungle ,Crime|Film-Noir|Drama,1950
42332,Cinderella ,Animation|Family|Fantasy|Musical|Romance,1950
42393,Destination Moon ,Adventure|Drama|Sci-Fi,1950
42530,Deadly Is the Female ,Crime|Drama|Film-Noir|Romance|Thriller,1950
42546,Harvey ,Comedy|Drama,1950
42593,In a Lonely Place ,Drama|Film-Noir|Mystery|Romance|Thriller,1950
42634,Key to the City ,Comedy|Romance,1950
42788,Night and the City ,Crime|Film-Noir|Sport|Thriller,1950
42792,No Way Out ,Drama|Film-Noir,1950
42819,Our Very Own ,Drama,1950
42876,RashÃ´mon ,Crime|Drama,1950
42994,Stage Fright ,Crime|Drama|Thriller,1950
43014,Sunset Blvd. ,Drama|Film-Noir,1950
43132,Where the Sidewalk Ends ,Crime|Film-Noir|Drama,1950
43137,Winchester '73 ,Western,1950
43265,The African Queen ,Adventure|Romance|War,1951
43274,Alice in Wonderland ,Animation|Adventure|Family|Fantasy|Musical,1951
43338,Ace in the Hole ,Drama|Film-Noir,1951
43456,The Day the Earth Stood Still ,Drama|Horror|Sci-Fi|Thriller,1951
43461,The Desert Fox: The Story of Rommel ,Action|Biography|Drama|History|War,1951
43511,Europa '51 ,Drama,1952
43547,Flying Leathernecks ,Drama|War|Action,1951
43548,Flying Padre: An RKO-Pathe Screenliner ,Documentary|Short,1951
43618,Happy Go Lovely ,Comedy|Musical|Romance,1951
43728,The Law and the Lady ,Comedy,1951
43778,The Man from Planet X ,Horror|Romance|Sci-Fi|Thriller,1951
43809,Miracolo a Milano ,Comedy|Drama|Fantasy,1951
43813,The Model and the Marriage Broker ,Comedy,1951
43827,My Favorite Spy ,Comedy|Crime|Music|Romance,1951
43859,No Highway ,Drama|Thriller,1951
43915,People Will Talk ,Comedy|Drama|Romance,1951
43924,A Place in the Sun ,Drama|Romance,1951
43949,Quo Vadis ,Drama|Romance,1951
44000,Lo sceicco bianco ,Comedy|Drama|Romance,1952
44079,Strangers on a Train ,Crime|Film-Noir|Mystery|Romance|Thriller,1951
44081,A Streetcar Named Desire ,Drama,1951
44314,5 Fingers ,Drama|Thriller,1952
44391,The Bad and the Beautiful ,Drama|Romance,1952
44453,El bruto ,Drama,1953
44515,Cosh Boy ,Crime|Drama,1953
44672,The Greatest Show on Earth ,Drama|Family|Romance,1952
44685,Hans Christian Andersen ,Biography|Family|Musical|Romance,1952
44706,High Noon ,Drama|Western,1952
44741,Ikiru ,Drama,1952
44760,Ivanhoe ,Adventure|Drama|Romance,1952
44789,Kansas City Confidential ,Crime|Drama|Film-Noir|Mystery,1952
44837,Limelight ,Drama|Music,1952
44876,The Man in the White Suit ,Comedy|Sci-Fi|Drama,1951
44916,Monkey Business ,Comedy|Sci-Fi,1952
44926,Moulin Rouge ,Biography|Drama|Music|Romance,1952
45061,The Quiet Man ,Comedy|Drama|Romance,1952
45152,Singin' in the Rain ,Comedy|Musical|Romance,1952
45186,The Star ,Drama,1952
45190,The Steel Trap ,Drama|Crime,1952
45192,The Stooge ,Comedy|Drama|Musical,1952
45223,One Way Ticket to Hell ,Crime|Drama,1955
45274,Umberto D. ,Drama,1952
45361,El ,Drama,1953
45464,"The 5,000 Fingers of Dr. T. ",Family|Fantasy|Music|Romance,1953
45518,Arrowhead ,Drama|Romance|Western,1953
45537,The Band Wagon ,Comedy|Musical|Romance,1953
45555,The Big Heat ,Crime|Drama|Film-Noir|Thriller,1953
45591,Calamity Jane ,Comedy|Musical|Western,1953
45592,Call Me Madam ,Comedy|Musical|Romance,1953
45607,The Captain's Paradise ,Comedy,1953
45709,Duck Dodgers in the 24Â½th Century ,Family|Sci-Fi|Animation|Comedy|Short,1953
45758,Fear and Desire ,War|Drama,1953
45793,From Here to Eternity ,Drama|Romance|War,1953
45810,Gentlemen Prefer Blondes ,Comedy|Drama|Musical|Romance,1953
45826,Glen or Glenda ,Drama,1953
45888,House of Wax ,Horror,1953
45891,How to Marry a Millionaire ,Comedy|Drama|Romance,1953
45907,La ilusiÃ³n viaja en tranvÃ­a ,Comedy|Adventure|Drama,1954
45943,Julius Caesar ,Drama|History,1953
46022,Madame de... ,Drama|Romance,1953
46040,Man on a Tightrope ,Drama,1953
46126,Niagara ,Film-Noir|Thriller,1953
46159,"Pane, amore e fantasia ",Comedy|Romance,1953
46183,Peter Pan ,Animation|Adventure|Family|Fantasy|Music,1953
46194,The Pleasure Garden ,Short,1953
46250,Roman Holiday ,Comedy|Drama|Romance,1953
46268,Le salaire de la peur ,Adventure|Drama|Thriller,1953
46359,Stalag 17 ,Comedy|Drama|Thriller|War,1953
46414,Beat the Devil ,Action|Adventure|Comedy|Crime|Drama|Romance,1953
46435,Titanic ,Drama|History|Romance,1953
46438,TÃ´kyÃ´ monogatari ,Drama,1953
46478,Ugetsu monogatari ,Drama|Fantasy|Mystery,1953
46521,I vitelloni ,Comedy|Drama,1953
46534,The War of the Worlds ,Action|Horror|Sci-Fi|Thriller,1953
46688,Ah! Les belles bacchantes ,Comedy,1954
46714,Angels One Five ,Drama|War,1952
46754,The Barefoot Contessa ,Drama|Crime|Mystery|Romance,1954
46766,The Belles of St. Trinian's ,Comedy,1954
46806,The Bridges at Toko-Ri ,Drama|Romance|War,1954
46816,The Caine Mutiny ,Drama|Romance|War,1954
46876,Creature from the Black Lagoon ,Adventure|Horror|Sci-Fi,1954
46889,The Dam Busters ,Drama|History|War,1955
46911,Les diaboliques ,Horror|Mystery|Thriller,1955
46912,Dial M for Murder ,Crime|Mystery|Thriller,1954
46969,The Fast and the Furious ,Crime|Drama|Mystery|Thriller,1955
47034,Gojira ,Drama|Horror|Sci-Fi|Thriller,1954
47136,Johnny Guitar ,Western,1954
47203,Magnificent Obsession ,Drama|Romance,1954
47296,On the Waterfront ,Crime|Drama,1954
47396,Rear Window ,Mystery|Thriller,1954
47437,Sabrina ,Comedy|Drama|Romance,1954
47445,SanshÃ´ dayÃ» ,Drama,1954
47478,Shichinin no samurai ,Action|Adventure|Drama,1954
47522,A Star Is Born ,Drama|Musical|Romance,1954
47528,La strada ,Drama,1954
47542,Suddenly ,Crime|Drama|Film-Noir|Romance|Thriller,1954
47573,Them! ,Horror|Sci-Fi,1954
47577,This Island Earth ,Horror|Sci-Fi,1955
47669,West of Zanzibar ,Adventure,1954
47677,The Wild One ,Drama,1953
47811,All That Heaven Allows ,Drama|Romance,1955
47892,Bob le flambeur ,Crime,1956
48021,Du rififi chez les hommes ,Crime|Drama|Thriller,1955
48028,East of Eden ,Drama|Romance,1955
48037,Ensayo de un crimen ,Comedy|Crime|Drama,1955
48078,Five Guns West ,Action|Romance|Western,1955
48140,Guys and Dolls ,Comedy|Musical|Romance,1955
48182,House of Bamboo ,Crime|Drama,1955
